Type;CurrentTime;ClientID;PacketID;PacketType;MessageID;PacketTimeQueued;PacketTimeSent;PacketTimeDelivered;TotalFragments;PrOthers;PrSenderA;PrSenderB;RealSenderLabel;Route;PoolSizes
RCV_PKT_REAL;112.40599520187057;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;39d95dc7f41f2f90876df5f11a9a0d3721f93ba4283311916e1fefa6efea9d48;REAL;5a9ef2857091f8df3fa388681be4f900c8497c109b3375efb028eb5b3962030e;104.0;107.77040997371448;112.40599520187057;1;0.9856013409173557;0.005226151134410907;0.009172507948212096;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;112.47547520187165;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;2f096f002d01e400326fcc106acb29bf0743f25105bf7825a63cf63b717fd779;REAL;7874b5d23acc05a89d3c98244745534b94216383ecd71222bbf63142c5087cc8;101.0;107.17967740533996;112.47547520187165;1;0.9856013409173557;0.005226151134410907;0.009172507948212096;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;112.63759520187416;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;0967f13a1320f4bc92ea5ed80b26a6c90bd5f4c4ecd3d4dd4ef1ee1852424d94;REAL;567bda4f0f01d042c8bbf9d57a7d26f2a8c812b852f92f5eb47b2efbbd987341;103.0;107.66714134972379;112.63759520187416;1;0.9856013409173557;0.005226151134410907;0.009172507948212096;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;112.76651920187616;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;f873baffe839b89f4cb91c91f66d1c5d2f184dce34058940fae218882cdfcf52;REAL;077b8b50e2b1055cf31be000c69c23c028542b6d95b04065ee3233364b43a5d7;102.0;107.5774325396798;112.76651920187616;1;0.9856013409173557;0.005226151134410907;0.009172507948212096;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;122.13788738770148;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;76a776c4a26914741904f7478b79c0fae72e17f54a45dea6d2c5e8ff8bb0f4c7;REAL;cf0e01909c2bfe3e62c7e780439f6785add6ee66044c5c6256c43f1d43139f91;113.0;117.96533103390283;122.13788738770148;1;0.9831161225391724;0.009816707404587175;0.007067170056254569;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;122.14367738770157;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;fccd307024a2f2775849dd93ca0e793630954877e436b1579cd1dbe23e09c4c3;REAL;62954fb708015b7abc22f7c1ae298809624819f7d8e06e39fe65886f09ae34b9;108.0;114.1073582246623;122.14367738770157;1;0.9831161225391724;0.009816707404587175;0.007067170056254569;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;122.17339938770203;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;1870a9e1f8f360f7cf669bf452700cffb3283ff4d7c359e26e7edddaf1274d7c;REAL;187724f188be3cd1f4ec52b3d4becf28e0601def403bfaeecde37ea8dbe2b089;112.0;117.64193667094075;122.17339938770203;1;0.9831161225391724;0.009816707404587175;0.007067170056254569;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;122.17378538770204;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;d7bae5d52267a362da702d660e8dfc8eea28777ce010fb74f98d1e54d9f411df;REAL;a1ca5720ab84c63382c46c04ca6d9827573c2774f6a2bd495cb0c40de35f22b1;109.0;115.53120887905447;122.17378538770204;1;0.9831161225391724;0.009816707404587175;0.007067170056254569;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;122.1903833877023;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;67293b3f6bea19d85b3127a0057e0e9e10f88558554384594f96ff4b121a1f50;REAL;64815c9aaae1fa5ad77cd99cdb92391b7a5b30e14640ff0005adf1902d7f060b;110.0;115.76346580583993;122.1903833877023;1;0.9831161225391724;0.009816707404587175;0.007067170056254569;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;122.23670338770302;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;b124d4fdd2eb8b68a92428b54cfb0062c95f11f51a8cedf7a53baf17a5864c9f;REAL;4e32396c778085d4f8c758fd535a84a2ee19c0676bd2ac93f69ccff6aba447f0;106.0;112.03110534177347;122.23670338770302;1;0.9831161225391724;0.009816707404587175;0.007067170056254569;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;122.30155138770402;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;0bc168e29c340ee083834e71368b42541eb9e694cd72f8d0b99e83022d28feab;REAL;b4f8b7608b342b4658ae9913946d1a858c45cdc1ae3465029a6e5f7a31ad2912;111.0;116.54730840540444;122.30155138770402;1;0.9831161225391724;0.009816707404587175;0.007067170056254569;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;122.40152538770558;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;48a4d42eb81aebef46322f919f847fc76721a50198bdb31211e8950bee007e2c;REAL;3758df10d6d48bbe860614499448e8475003d8bbb003c73f68e2e0687e482c93;105.0;111.31084472922639;122.40152538770558;1;0.9831161225391724;0.009816707404587175;0.007067170056254569;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;122.49570938770704;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;0c613794077a2f1d2a4b049e54ca6d81a2993b7eebb0bb1230dde07f8df074c5;REAL;1792503e2eb8541b027816e92bcb283468cba4a1839e9db271796a3fccc2c8a4;107.0;112.9053036006151;122.49570938770704;1;0.9831161225391724;0.009816707404587175;0.007067170056254569;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
RCV_PKT_REAL;132.21570153750287;53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2;af63ea73531e146f1f17d5cdb69fcbcb0d0f5d781d0d398821469c0a1a064b67;REAL;4d744be48715dd3ce05547ea4d80f41cf93d1392fc00ea96b8c7ab29f1d601d2;119.0;123.34438488474629;132.21570153750287;1;0.9812350009084413;0.007068038438817758;0.011696960652719312;1;[M0, M1, M2, M3, M4, M5, M6, M7, M8, 53295a52dbc8a9fee2674cdc423d27a3ed18fc1a425b0684647b42bbf945c8f2];[]
